Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
80,4139304,27,16,4801,17044,602,0,177.8148148,212.617576,7926,0,1065.25,1882.116521,5277.457273,10.38821986,98554.85714,330294.1359,1960112,103,4139304,159204.0,410994.217,1960112,250,3482404,232160.2667,527514.9539,2002030,151,0,0,0,0,872,520,6.522835723,3.865384132,0,7926,496.4772727,1205.366537,1452908.488,0,0,0,1,0,0,0,0,0,508.0232558,177.8148148,1065.25,872,0,0,0,0,0,0,27,4801,16,17044,29200,333,12,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,3533310,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.132082948,1177770.0,2039228.297,3532468,208,3533310,1766655.0,2497236.693,3532468,842,0,0.0,0.0,0,0,0,0,0,0,104,40,0.849062211,0.283020737,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,3533692,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.131960567,1177897.333,2039344.921,3532730,283,3533692,1766846.0,2497337.102,3532730,962,0,0.0,0.0,0,0,0,0,0,0,104,40,0.848970425,0.282990142,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5537889,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.72229689,1845963.0,3196658.254,5537146,170,5537889,2768944.5,3914828.105,5537146,743,0,0.0,0.0,0,0,0,0,0,0,104,40,0.541722667,0.180574222,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5537874,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.722298846,1845958.0,3196648.729,5537130,158,5537874,2768937.0,3914816.084,5537130,744,0,0.0,0.0,0,0,0,0,0,0,104,40,0.541724135,0.180574712,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5947237,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.672581234,1982412.333,3433107.154,5946623,36,5947237,2973618.5,4204463.285,5946623,614,0,0.0,0.0,0,0,0,0,0,0,104,40,0.504435925,0.168145308,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,20847788,83,43,16995,36979,602,0,204.7590361,224.3032894,7240,0,859.9767442,1081.10793,2588.95572,6.043806662,166782.304,499168.9413,1965189,64,20800000,254241.3171,599171.8212,1965189,274,19300000,458708.1667,774043.8345,2005596,66,0,0,0,0,2664,1384,3.981237722,2.06256894,0,7240,424.992126,721.3159215,520296.6587,0,0,0,1,0,0,0,0,0,428.3650794,204.7590361,859.9767442,2664,0,0,0,0,0,0,83,16995,43,36979,29200,597,40,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5848206,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.683970435,1949402.0,3375712.479,5847339,115,5848206,2924103.0,4134079.997,5847339,867,0,0.0,0.0,0,0,0,0,0,0,104,40,0.512977826,0.170992609,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5587532,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.715879569,1862510.667,3225354.297,5586829,119,5587532,2793766.0,3949987.575,5586829,703,0,0.0,0.0,0,0,0,0,0,0,104,40,0.536909677,0.178969892,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5294438,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.755509839,1764812.667,3056133.799,5293732,123,5294438,2647219.0,3742734.578,5293732,706,0,0.0,0.0,0,0,0,0,0,0,104,40,0.566632379,0.18887746,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,3876494,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.031860232,1292164.667,2237479.987,3875784,134,3876494,1938247.0,2740091.103,3875784,710,0,0.0,0.0,0,0,0,0,0,0,104,40,0.773895174,0.257965058,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,1595898,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2.506425849,531966.0,920630.9569,1595019,126,1595898,797949.0,1127227.204,1595019,879,0,0.0,0.0,0,0,0,0,0,0,104,40,1.879819387,0.626606462,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,31485275,204,105,43523,80534,602,0,213.3480392,226.6321023,5792,0,766.9904762,671.9407955,3940.159328,9.814111517,102224.9188,263331.4971,1085229,3,31500000,155084.9212,311766.2933,1085229,3,31500000,302741.8269,409178.5262,1089022,3,0,0,0,0,6536,3368,6.479219254,3.334892263,0,5792,400.183871,504.9647254,254989.3738,0,0,0,1,0,0,0,0,0,401.4789644,213.3480392,766.9904762,6536,0,0,0,0,0,0,204,43523,105,80534,29200,1172,101,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5587804,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.715844722,1862601.333,3225421.277,5586997,85,5587804,2793902.0,3950032.83,5586997,807,0,0.0,0.0,0,0,0,0,0,0,104,40,0.536883541,0.17896118,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5597577,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.714594904,1865859.0,3231171.1,5596894,122,5597577,2798788.5,3957118.747,5596894,683,0,0.0,0.0,0,0,0,0,0,0,104,40,0.535946178,0.178648726,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,6161169,4,4,341,506,341,0,85.25,170.5,506,0,126.5,253.0,137.4739112,1.298454887,880167.0,1868884.097,5004554,57,1156615,385538.3333,666237.385,1154843,863,6161112,2053704.0,2620536.565,5005167,165,0,0,0,0,136,136,0.649227444,0.649227444,0,506,94.11111111,191.2475127,36575.61111,0,0,0,1,0,0,0,0,1,105.875,85.25,126.5,136,0,0,0,0,0,0,4,341,4,506,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5756528,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.694863293,1918842.667,3322960.557,5755867,75,5756528,2878264.0,4069545.19,5755867,661,0,0.0,0.0,0,0,0,0,0,0,104,40,0.521147469,0.173715823,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,69,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,28985.50725,69.0,0.0,69,69,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,14492.75362,14492.75362,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,237,235,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5457414,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.732947876,1819138.0,3150085.149,5456543,125,5457414,2728707.0,3857742.667,5456543,871,0,0.0,0.0,0,0,0,0,0,0,104,40,0.549710907,0.183236969,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5185197,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.771426814,1728399.0,2992884.217,5184284,159,5185197,2592598.5,3665196.784,5184284,913,0,0.0,0.0,0,0,0,0,0,0,104,40,0.57857011,0.192856703,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5662798,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.706364592,1887599.333,3268666.259,5661930,79,5662798,2831399.0,4002975.329,5661930,868,0,0.0,0.0,0,0,0,0,0,0,104,40,0.529773444,0.176591148,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5406316,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.739875361,1802105.333,3120586.306,5405448,97,5406316,2703158.0,3821615.167,5405448,868,0,0.0,0.0,0,0,0,0,0,0,104,40,0.55490652,0.18496884,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5869415,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.681498923,1956471.667,3387960.1,5868551,107,5869415,2934707.5,4149081.268,5868551,864,0,0.0,0.0,0,0,0,0,0,0,104,40,0.511124192,0.170374731,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5613125,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.712615522,1871041.667,3239985.803,5612255,123,5613125,2806562.5,3967848.385,5612255,870,0,0.0,0.0,0,0,0,0,0,0,104,40,0.534461641,0.17815388,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5310342,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.753247154,1770114.0,3065326.37,5309648,118,5310342,2655171.0,3753997.374,5309648,694,0,0.0,0.0,0,0,0,0,0,0,104,40,0.564935366,0.188311789,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5768922,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.693370443,1922974.0,3329872.022,5767979,167,5768922,2884461.0,4077910.263,5767979,943,0,0.0,0.0,0,0,0,0,0,0,104,40,0.520027832,0.173342611,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5501396,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.727088179,1833798.667,3175493.758,5500543,108,5501396,2750698.0,3888868.093,5500543,853,0,0.0,0.0,0,0,0,0,0,0,104,40,0.545316134,0.181772045,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5242445,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.763002759,1747481.667,3026063.668,5241679,116,5242445,2621222.5,3705885.122,5241679,766,0,0.0,0.0,0,0,0,0,0,0,104,40,0.572252069,0.19075069,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5604620,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.713696914,1868206.667,3235066.777,5603740,141,5604620,2802310.0,3961820.3,5603740,880,0,0.0,0.0,0,0,0,0,0,0,104,40,0.535272686,0.178424229,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5062105,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.790185111,1687368.333,2921907.086,5061296,94,5062105,2531052.5,3578304.674,5061296,809,0,0.0,0.0,0,0,0,0,0,0,104,40,0.592638833,0.197546278,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,7557761,4,4,602,364,602,0,150.5,301.0,364,0,91.0,182.0,127.8156322,1.058514552,1079680.143,1973439.586,5002663,74,2555098,851699.3333,1470363.971,2549528,895,7557636,2519212.0,2499751.661,5003238,4026,0,0,0,0,136,136,0.529257276,0.529257276,0,602,107.3333333,221.137966,48902.0,0,0,0,1,0,0,0,0,1,120.75,150.5,91.0,136,0,0,0,0,0,0,4,602,4,364,29200,236,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,33026758,203,104,43951,72195,602,0,216.5073892,228.6511756,1068,0,694.1826923,362.6732399,3516.724227,9.295493067,107930.5817,271290.2689,1272358,3,33000000,163483.1089,320326.0771,1272358,708,33000000,320646.7573,417032.9856,1272986,3,0,0,0,0,6504,3336,6.146531246,3.148961821,0,1068,377.0974026,360.7018993,130105.8602,0,0,0,1,0,0,0,0,0,378.3257329,216.5073892,694.1826923,6504,0,0,0,0,0,0,203,43951,104,72195,29200,1174,101,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5295498,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.755358608,1765166.0,3056601.171,5294625,128,5295498,2647749.0,3743247.937,5294625,873,0,0.0,0.0,0,0,0,0,0,0,104,40,0.566518956,0.188839652,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,66,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,30303.0303,66.0,0.0,66,66,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,15151.51515,15151.51515,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,1444,1172,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5771371,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.693076221,1923790.333,3331337.049,5770487,128,5771371,2885685.5,4079725.406,5770487,884,0,0.0,0.0,0,0,0,0,0,0,104,40,0.519807165,0.173269055,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5507483,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.726284584,1835827.667,3178988.169,5506607,129,5507483,2753741.5,3893139.725,5506607,876,0,0.0,0.0,0,0,0,0,0,0,104,40,0.544713438,0.181571146,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5229184,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.764937703,1743061.333,3018465.449,5228485,101,5229184,2614592.0,3696602.931,5228485,699,0,0.0,0.0,0,0,0,0,0,0,104,40,0.573703278,0.191234426,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,78,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,25641.02564,78.0,0.0,78,78,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12820.51282,12820.51282,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,237,236,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5709622,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.700571772,1903207.333,3295831.732,5708906,130,5709622,2854811.0,4036299.857,5708906,716,0,0.0,0.0,0,0,0,0,0,0,104,40,0.525428829,0.175142943,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5437735,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.735600392,1812578.333,3138730.4,5436872,139,5437735,2718867.5,3843838.826,5436872,863,0,0.0,0.0,0,0,0,0,0,0,104,40,0.551700294,0.183900098,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
